comment_id,text,severity_id,target_id,has_pii,link_flagged,annotator,split,notes
dom__2_4,បើគាត់ធ្លាប់ដើរផ្លូវខុសម្ដងហើយ។ណាមួយគាត់នឹងត្រឡប់ទៅធាតុដើមរបស់គាត់វិញខ្ញុំជួបផ្ទាល់អតីតប្ដីខ្ញុំ។បានគ្នារយៈពេល 7 ឆ្នាំពីរឆ្នាំដំបូងដែលខ្ញុំទាក់ទងគ្នាគាត់កំពុងតែប្រើប្រាស់តែគាត់ព្យាយាមកាត់ផ្ដាច់កន្លងមកក៏បានសម្រេចគាត់ផ្ដាច់បានពីរឆ្នាំ។បន្តមកទៀត។ពីរបីឆ្នាំក្រោយមក។គាត់ក៏លួចប្រើប្រាស់ហើយខ្ញុំមិនដឹង។ពេលដែលខ្ញុំដឹងគឺគាត់វកបាត់ទៅហើយហើយកន្លង់ដែលខ្ញុំដឹងពីបីខែចុងក្រោយមុនពេលដែលខ្ញុំបែកគ្នា។ខ្ញុំមិននឹកស្មានថាគាត់អាចត្រឡប់ទៅ។ពីមុនទេ។ទាំងដែលគាត់គ្រឿងញៀនបានពីរឆ្នាំចម្លង 3 ខែ 4 ខែគាត់មានសកម្មភាពប្លែកៗពេលដែលខ្ញុំដឹងគឺខ្ញុំត្រូវអស់គ្រប់យ៉ាង។ព្រោះដោយការធ្វើប្រហែសរបស់ខ្ញុំ។ដែលខ្ញុំគិតថាគាត់ល្អហើយ។ដូចគេដូចឯងហើយ។ខ្ញុំក៏លែងបារម្ភច្រើន។តែតាមពិតទៅគាត់នៅធ្វើវាទេ។ប្រើប្រាស់បន្តិចម្ដងៗឥឡូវនេះគាត់ជាប់គុកបានសម្រេចជាលើកចុងក្រោយរបស់គាត់,0,1,False,False,jgcbaycha,train,
dom__3_4,ឆ្លៀតឳកាសទៅលេងស្រីខូចនឹង វាមានទៅណាវាអានឹង,1,1,False,False,heang,train,
dom__4_4,ករណីអីក៏ដោយបើចាប់គេទៅក៏ត្រូវតែប៉ូលីសរកលេខទូរសព្ទក្រុមគ្រួសារផ្ដល់ដំណឹងឲ្យគ្រួសារគេដែរកុំចេះតែនិយាយករណីអីក៏ដោយគេតែងតែរកលេខគ្រួសារផ្ដល់ដំណឹងឲ្យគ្រួសារគេហើយ,0,2,False,False,jgcbaycha,train,
dom__5_4,ជាយប់ប្រយ័ត្នប្រយែងបន្តិចព្រោះម៉ូតូល្អហានិភ័យខ្លាំងណាស់។ព្រោះសម្បូរសត្វទិញទុយចេញរកស៊ីយប់។,0,2,False,False,jgcbaycha,train,
dom__7,ជីវិតខ្ញុំគេបោករហូតអញ្ចឹង,0,2,False,False,jgcbaycha,eval,
dom__8,បងខ្ញុំភ័យខ្លាំងណាស់ចង់ក្រោយឱ្យខ្ញុំទោះសំណើច,0,2,False,False,jgcbaycha,eval,
dom__9,បងខ្ញុំចង់អោយបងផ្សាយរកមនុស្សម្នាក់អោយគាត់ត្រលប់មករកកូនគាត់វិញបានទេបង,0,1,False,False,jgcbaycha,train,
dom_800_10,ម៉ោង 8:00 ដឹងដំណឹងហើយភាគច្រើនម៉ោង 8:00 គឺដាំ,0,0,False,False,jgcbaycha,train,
dom__11,មានបញ្ហាហើយគាត់ផ្ញើសារនោះ,0,1,False,False,jgcbaycha,train,
dom__12,ឈុតនេះល្អ,0,0,False,False,jgcbaycha,train,
dom__13,រឿងលេងសើចច្រើន ដល់បាត់មែនទែនអត់មាននណាជឿលទេ,0,1,False,False,jgcbaycha,train,
dom__14,បារម្ភ ខ្លាច សុវត្ថិភាព សំបូរចោរប្លន់ណាស់,0,1,False,False,jgcbaycha,train,
dom__15,ផ្សាយភ្លាមដល់ភ្លាម សារ៉ា,0,2,False,False,jgcbaycha,train,
dom__16,ថាញុមទៅចាញ់បោកប្រុសហើយ លូវមកចាញ់បោកគេផ្សាយទៀត,0,0,False,False,heang,train,
dom__17,សុំមើលនៅអគ្គឃើញហើយ។,0,2,False,False,jgcbaycha,eval,
dom__18,ខ្លាចគ្នាមានរឿងអីហើយមើលទៅ,0,0,False,False,heang,train,
dom__19,គាំងចុងក្រោយ,0,0,False,False,heang,train,
dom__20,ប្ដីគាត់មានរឿងហើយ,0,0,False,False,Oudom,train,
dom__21,អ្នកផ្សាយផ្សាយគេដល់ផ្ទះបាត់ហើយ។,0,0,False,False,Oudom,train,
dom__22,ចាប់ ប្រាកដជាទាក់ទងមកអ្នកផ្ទះហើយ... ដើម្បីដោះស្រាយ...,0,0,False,False,jgcbaycha,eval,
dom__23,ពេលចឹងគាំងម៉ងបង,0,1,False,False,jgcbaycha,train,
dom__24,ប្រឈមចោរប្លន់ទេដឹងបង?,0,1,False,False,jgcbaycha,train,
dom__25,ដល់ផ្ទះបាត់បងសារ៉ាអើយ,0,1,False,False,jgcbaycha,train,
dom__26,តាមពិតចឹងសោះ,0,0,False,False,jgcbaycha,train,
dom__27,ដល់ផ្ទះបាត់ខំតាភ័យ,0,0,False,False,jgcbaycha,eval,
dom__28,ញុមសល់តែប៉ុណ្ណឹងទេបង ឱ្យញុមសុំទោសបងធ្វើមិចបើញុមអ្នកក្របងញុមជួយតាមលិទ្ធភាពទេបង,0,1,False,False,jgcbaycha,train,
dom__29,ចួយភយ,2,1,False,False,jgcbaycha,train,
dom__30,មើលដល់ចប់គាំង,0,0,False,False,jgcbaycha,train,
dom_hah_31,កំប្លែងណាស់ hahaha hahaha Haaland,0,0,False,False,heang,train,
dom__32,ហឺ បង្កើតរឿងឲតែល្បី បាត់ទាន់បាន24hផងឲគេផ្សាយ,1,0,False,False,heang,train,
dom__33,រតតាមស្រីដឹង,0,1,False,False,jgcbaycha,eval,
dom__34,អស់និយាយម៉ងប្រូ,0,1,False,False,jgcbaycha,train,
dom__35,ម៉ូយម៉ូតូខ្ញុំ,0,1,False,False,jgcbaycha,train,
dom__36,មានការគាំងជាខ្លាំង,0,0,False,False,heang,train,
dom__37,ទៅច្បាអំពៅស្ពានអាកាស,0,0,False,False,jgcbaycha,eval,
dom__38,កាលអាទិត្យមុននៅស្តុបហ្គ្រេនភ្នំពេញមានគ្រោះថ្នាក់ចរាចរណ៍មួយរវាងរថ្តយន្តនីសាន់និងម៉ូតូ delivery crapបាក់ជើងខាងអ្នកជិះម៉ូតូ តែមិន,0,0,False,False,heang,eval,
dom__39,សារ៉ា ប្រយត្ត័គេធ្វើទីផ្សារ,0,1,False,False,Oudom,train,
dom__40,មកវិញបងប្រូប្រពន្ធស្អាតផងប្រយ័ត្នគេយកបាត់ណា,0,0,False,False,heang,train,
dom__41,ចុមមើលគេធើ,0,0,False,False,heang,eval,
dom__42,ស្តាប់ដល់ចប់ខ្ញុំឡើងគាំង,0,0,False,False,heang,train,
dom__43,ទើបដឹកអីវ៉ាន់ដែរញុមទិញពីពូឆៃឲ្យញុមកាលងៃទី01,0,0,False,False,heang,eval,
dom__44,ខ្ញុំក៏ធ្លាប់ជួបអញ្ចឹងដែរប្ដីខ្ញុំពីមុនធ្លាប់ជក់ដល់ពេលបានខ្ញុំហ្នឹងឈប់ជក់ប៉ុន្មានឆ្នាំយូរឆ្នាំតែចូល 205 ហ្នឹងចូលចូល 2026 ទៀត។វាចង់ចូលគុក។,1,1,False,False,heang,eval,
dom__45,នៅក្បាលថ្នល់,0,0,False,False,Oudom,eval,
dom__46,ដឹងស្អីទេ,1,0,False,False,heang,train,
dom__47,ទីផ្សារគេដឹង,0,0,False,False,Oudom,train,
dom__48,ទីផ្សាសាហាវ,0,0,False,False,Oudom,eval,
dom__49,ទៅដាក់ពាក្យបដឹងបង,0,0,False,False,heang,train,
dom__50,ហេងហើយខ្ញុំរុញវីដេអូឲ្យផុតកុំអី...បាត់,0,0,False,False,heang,eval,
dom__51,សាំហា៎,0,1,False,False,jgcbaycha,train,
dom__52,ាឭ,0,0,False,False,Oudom,train,
dom__53,រឿងអ្នកផលិតមាតិកាកុំសូវជឿវាពេក វាប្រឌិតរឿងទេ,1,1,False,False,heang,train,
dom__54,មើលហើយគាំងចុងក្រោយ,0,0,False,False,Oudom,eval,
dom__55,ទៅរកគាត់នៅអគ្គនគរបាលក្រសួងមហាផៃ្ទទៅឃើញហើយ នៅគល់ស្ពានក្បាលថ្នល់ សញ្ញានេះគេចាប់រឿងគឿងញៀនហើយ កុំភ្លេចយកអត្តសញ្ញាណប័ណ្ណទៅផង,0,0,False,False,Oudom,train,Verified working
dom__56,អូនខ្ញុំរស់នៅភ្នំពេញគាត់បានបាត់ខ្លួនថ្ងៃទី 16 ខែ 9 ដល់ថ្ងៃទេ5 ខែ 10 រកគាត់អត់ទាន់ឃើញទេបងចង់ឱ្យប្អូនចុះព័ត៌មានឲ្យខ្ញុំបន្តិចបានទេ,0,1,False,False,heang,eval,
dom__57,មាត់រហ័សផ្សាយរហ័សដល់ផ្ទះរហ័សបាត់,0,0,False,False,heang,train,
dom__58,សើចមួយ,0,0,False,False,heang,train,
dom__59,គាត់ណាត់ជួបស្រីក្រៅដឹងបង,1,1,False,False,heang,train,
dom_happy_60,ចុងបញ្ចប់ happy ending,0,0,False,False,heang,train,
dom__61,ខំតែភ័យ,0,0,False,False,heang,train,
dom__62,បងឯងប្រេនតើអី,0,0,False,False,heang,train,
dom__63,ថ្មីរហូត មើលដល់ចប់ បានភ័យផងសើចផងទាំងព្រឹក,0,0,False,False,heang,train,
dom__64,រវល់នៅផ្ទះស្រីដឹង,0,1,False,False,jgcbaycha,eval,
dom__65,មកពីបែក,2,1,False,False,Oudom,train,
dom__66,មានស្រីហើយ,0,1,False,False,jgcbaycha,eval,
dom__67,ទៅមើលនៅក្នាលថ្នល់មើ,0,1,False,False,jgcbaycha,train,
dom__68,សាំចុយម្រាយហើយ,0,1,False,False,jgcbaycha,train,
dom__69,ងាប់ព្រោះពាក្យត្រង់របស់ប្រពន្ធ យូឆ្នាំហើយលើកនិយាយចេញ,0,1,False,False,jgcbaycha,train,
dom__70,គាត់កំពុងសន្លប់ អត់ទាន់ស្វាងទេ បង ជូនពរ គាត់មានសុវត្ថភាព,0,1,False,False,Oudom,train,
dom__71,ចុមគាត់ទើបដឹកអោយខ្ញុំកាលថ្ងៃសោរ៍,0,1,False,False,heang,train,
dom__72,ទៅរកទូត្រីទៅឃើញហើយ,0,0,False,False,heang,train,
dom__73,ត្រីអរផង មកដល់ផ្ទះវិញ,0,0,False,False,Oudom,train,
dom__74,យីសគេផ្អើលពេញប្រទេស,0,0,False,False,heang,eval,
dom__75,អាស្រួច,0,0,False,False,heang,train,
dom__76,មើលមុខប្រពន្ធដូចអត់ភ័យសោះពេលបាត់ប្ដី,1,1,False,False,heang,train,
dom_99_77,99% មានគេប្លន់។,0,1,False,False,heang,train,
dom__78,ជួបស្រីសោះ,1,1,False,False,heang,train,
dom__79,គាំង ម៉ង,0,0,False,False,heang,train,
dom__80,ទៅរកអគ្គក្បាលថ្នល់ទៅនៅក៏6ឃើងហើយ,0,1,False,False,heang,train,
dom__82,ចឹង បានគេ ថា គាំង ចុងក្រោយ គាំង មែន,0,0,False,False,heang,train,
dom__83,ស្រុកខ្មែរតាប៉ែតែសប្បាយ,1,0,False,False,Oudom,train,
dom__84,ទំនាក់ទំនងសមត្ថកិច្ចឲ្យគាត់ជួយទំនាក់ទំនងទៅ,0,0,False,False,heang,train,
dom__85,ខំស្ដាប់ ចុងក្រោយ គាំង,0,0,False,False,Oudom,train,
dom__86,ក្មេកយើងខ្ញុំខ្លាចដែលសំបូរការចាក់,1,1,False,False,heang,eval,
dom__87,អានឹងមានស្រីហ្មង,1,1,False,False,heang,train,
dom__88,ការផ្សព្វផ្សាយពាណិជ្ជកម្មដោយអត់អស់លុយ ប៉ិនសម្ដែងមែន,1,2,False,False,heang,train,
dom__89,ទៅមើលគាត់នៅអគ្គទៅបងស្រួច,0,1,False,False,heang,eval,
dom__90,ទៅគេដឹងអសហើយ,0,0,False,False,heang,train,
dom__91,ឆ្លន,0,0,False,False,heang,train,
dom__92,ស្មារទោសខ្ញុំធ្លាប់បាត់បងប្រុសដែលបាត់ជាង1ខែរកផ្លូវល្ងិតផងអីផងគេចេះតែថាចេះចុះដល់តែញុមមិនអស់ចិត្តក៏បបួលម៉ែទៅរកឈ្មោះនៅព្រៃសរដូចញុមគិតអត់ខុតមែន,0,1,False,False,heang,train,
dom__93,អមើលគេធើ,1,1,False,False,heang,train,
dom__94,អាពងក**,2,1,False,False,heang,train,
dom__95,វានៅផឹកផ្ទះខ្ញុំ,0,1,False,False,heang,train,
dom__96,ហត់,0,0,False,False,heang,train,
dom__97,សុំទោសផងបងបើបី្តញុំបាត់ប្រាំថ្ងៃរកឃើញនៅផ្ទះស្រី,0,0,False,False,heang,train,
dom__98,តាមស្រីហើយបើមិនជឿចាំមើលទៅ,1,1,False,False,Oudom,train,
dom__99,មានបញ្ហាហើយ,1,1,False,False,Oudom,eval,
dom__100,អរ...រឿងចឹងទេហ៎,0,0,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI2MjA3MjM0MTgzNDYxNTI=,សុំទោសផងបងប្អូនលោកពូគាត់មិនមានប្រើ QR ទេ គាត់មានតែលេខទូរស័ព្ទ ៕,0,0,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1Nzk5NDMyOTA0OTU3NTM=,បងចាំជួយទំម្លាក់Qrមកបងខ្ញុំជួយ50$,0,0,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NTA5NTAxMzMzMDY3OTE=,សូមបងៗសម្ថកិច្ចជួយតាមចាប់អានរកមេការនេះអោយបានផង,0,0,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3Njk0OTYxNDA4NTExNDU=,ចង់ជួយគាត់ទាក់ទងបានតាមណាបង?,0,0,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI4MzY4MzAyMDAxMDc1NDI=,សំណង់លូវមិនងាយបើកទេញុម5ខែមិនបានលុយទេ,0,2,False,False,heang,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3NDQwMTk0NDAwNDgyNTM=,ខួរពួកហែងធ្វើពីអីបានពួកហែងចង់បានតាកម្លាំងញើសឈាមគាត់នឹង,1,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1NjM3Nzg2NTU1NDY2NDA=,តើគាត់ទៅធ្វើសំណង់នៅកន្លែងណាដែរ ?,0,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0Mzc2Mjk5MzQ5NTUzMzI=,មេការមួយចំនួនវាថោកទាបចឹង សុីកម្លាំងញើសឈាមគេទូរែកទៅហែង,1,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ1MTA0NTA2NDU4OTE0NDI=,ឧកញ៉ា ចិត្តសប្បុរសល្អពិតមែន,0,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODQ4MjE4NjA2MDg5MjM=,អ្នកភូមិខ្ញុំក៏គេបោកច្រើនដែលបងទៅធ្វើកាសំណងនៅភ្នំពេញមេការវាមិនបើប្រាក់អោយទេបងអើយ,0,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzNzAwOTA2MTE5NTUwMjQ=,ពុកអើយ,0,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0MTg1ODU5MjM0ODc0NjI=,អាមេកាសំណង់មួយចំនួនមានដោយសារកេងកម្លាំងញើសឈាមអ្នកក្រ ជេរតែពួកអាថោកមួយចំនួនទេកុំរើសដាក់ខ្លួន ខឹងពេក,1,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2NTczMDIzNzI3NTk0Mzk=,ពួកអាមេកាសំណង់ថោកទាបធ្វើឲ្យខូចមេការល្អៗ,2,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1NTUyMjk3NTIzNjQ1NDY=,មេការសុខមិចដាច់ចិត្តធ្វើបាបពូៗជាងសំណងម្លេស,0,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE3Mzk3Njg2OTA1NzY4ODY=,ចាប់ដាក់គុកម្ដងទៅ,1,1,False,False,Oudom,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzOTU1MzA5OTIwMjI3NDE=,ពួកគាត់ចាស់ហើយនៅចង់បានកម្លាំងញើសឈាមពីគាត់ទៀត,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE1ODk2NTUxNzkyNzA1NTc=,ហែងងាប់ទៅទូលរ៉ែកកម្លាំងញឺសឈាមគាត់ចុះ ហែងគ្មានចិត្តជាមនុស្សទេ ពុកគេពុកយើងខ្ញុំមើលហើយយំនិងហើយជីវិតអ្នកក្រ,2,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzE5NDMyNjg1ODI0NDQ=,ឃើញហើយឈឺចាប់,0,0,False,False,Oudom,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIyMzUyMDgzNTA1OTQ1NDY=,មេកាសំណង់ថោកណាស់អត់អាណិតគាត់ចាស់ៗទេ,1,1,False,False,Oudom,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI1MzI1OTAxNzA1MTc4NjI=,ម៉ាក់ប៉ាខ្ញុំជួបរហូតនិងបង មេកាបើកលុយហើយរត់បាត់នៅសល់តែកូនចៅ ធ្វើកាឲហើយអត់បានលុយ,0,0,False,False,Oudom,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzQ0Njg4Njk3MDMzMjkwMDk=,ឪពុកគេ ឪពុកយើង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODYzNTE1NDEwNDgxODk=,ពុកអើយពុកអាណិតណាស់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzMTU4MDU2NzA0NjUwMjg=,លោកអើយហេតុអី អាថោកឯងធ្វើបាន អាមេការថោក,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzMzA0NjUwNTg5NzIzMjY=,ចិត្តសាងពីអីលោកអើយ មិនបើកលុយអោយពួកគាត់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzgxNjg4MDEyOTc0MjU=,ហុឹម ពុកអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzM0MDg0Njg5NDkzNTE1MjE=,អាមេកាថោកទាបអាចុយម្រាយអានរក,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzI0NzgwNjQ5NzU5OTYxNzk=,ឪពុកខ្ញុំគាត់អាយុ62ឆ្នាំ គាត់ធ្វើសំណង់នៅផ្សាដើមគរថ្មី ក៏គេបោកដែរ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2MTY3NTE1MzMxNzIwNzY=,រឿងស្រដៀងនេះ មិនមែនទើបតែកើតឡើងទេ ហើយជនរងគ្រោះមានច្រើនណាស់ តែមិនមានដំណោះស្រាយណាដែលអាចជួយជនងាយរងគ្រោះដូចពួកគាត់នេះទេ! សំនួរចោតសួរទៅ ក្រសួងការងារ និងបណ្តុះបណ្តាលវិជ្ជាជីវៈ ថាពេលណាបានមានចំណាត់ការ និងគោលការណ៍ក្នុងការការពារកម្មករក្រៅប្រព័ន្ធដូចជាពួកគាត់?,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE2MTc3MjExNDMwNjU0MDY=,មេកាសំណង់គ្មានគុណធម៌,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzE0ODYzMTIyOTY2NDA1Mjg=,អាមេការថោកទាប,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzY1NjE5NTE0MTY5Mjc=,លោក ភក្តី ប្រធានអគ្គនាយកដ្ឋានត្រួតពិនិត្យនៃធនាគារជាតិ។ លោកស្រីសុង ឆវ័ន ព្រះរាជអាជ្ញាអមសាលាដំបូងបច្ចុប្បន្នជាអនុរដ្ឋលេខាធិការក្រសួងយុត្តិធម៌ លោករស់ ម៉ូនិន មន្ត្រីដោះស្រាយវិវាទក្រៅប្រព័ន្ធតុលាការ។ លោកងួន សារ៉ាន់ មន្ត្រីដោះស្រាយវៀតក្រៅប្រព័ន្ធតុលាការបានខុខិតគ្នាជាមួយ ធនាគារខេប៊ីប្រាសាក់ បិទគណនីយោគលុយរបស់ខ្ញុំ។ដែលបានដាក់ផ្ញើនៅទីនោះ។អស់ជាច្រើនម៉ឺនដុល្លារមិនទទួលបានយុត្តិធម៌ពីអស់មន្ត្រីទាំងនេះ។ «សង្គមមានយុត្តិធម៌ កើតចេញពីការអនុវត្តច្បាប់ស្មើគ្នាចំពោះមនុស្សគ្រប់រូប»៕ #អនុស្សាវរីយ៍ #ជាថ្ងៃល្អ #កម្ពុជា,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEyODczNDA3NDc3OTU3Mzk=,ចង់ឃើញមុខអាមេការសុខ ជាប់គុក . ពុកអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODIwNjgzNzA3ODY2MTc=,ខ្ញុំក៏ធ្លាមានមេកាបើលុយពីចិនហើយ តែមេកាប្រាបថាលុយចាយអោះ ក្រុមញុមមនុស្សជិត៤០នាក់,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNDczOTYzMTE1MDMxMjI=,ពុកគេពុកយើង,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzIxNjk4OTcwMDA1OTQyMTg=,លោកពុកអើយ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEzODQxMDE1NjcxOTg3MTk=,មនុស្សអើយមនុស្ស ហេតុអីធ្វើបាបចិត្តអ្នកអត់អ្នកក្រយ៉ាងនេះ,0,0,False,False,,train,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwODU0ODc3MTA2NTM2OTE=,សុំQRបង1មកបងជួយយកជូនគាត់ផង,0,0,False,False,,eval,
Y29tbWVudDoxNDA1MTIzMjI4NDEzNDU5XzEwNzU3NzczNDgxNjM1MDk=,តើលោកមេការចិត្តសាងពីអ្វី កើតមកគ្មានឪពុកទេបានគ្មានមេត្តាបែបនេះ,0,0,False,False,,train,
